"","IDP1","PupaeSum","NumCriaderos","PupaeIndex","LarvaePresence","NumChildren","NumAdults","InterruptFreq","InterruptDurHrs","TrashCollectPerWk","LargeSolidColl","SewerConn","FumigLWs","AbateLWs","BiolarvLWs","CanopyUse","ProtectMesh","BreedingSites","VolCriadero","OutsideLocation","DirtyWater","WaterVol","XCoord","YCoord","week0","week1","week2"
"615",30547,2,1,2,0.92,0,4,0,0,3,1,0.82,0.37,0.48,0.83,0,0.7025,0.578,0,0.95,0.23,1,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"616",30812,3,1,3,1,2,3,0,0,3,1,0.779428571428571,0.42,0.42,0.83,0,0.6125,0.4,0,1,1,116,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"617",2134,2,1,2,1,0,4,0,0,3,1,1,0,0,0,0,0,1,200,1,0,68,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"618",2008,5,1,5,1,1,3,0,0,3,1,1,0,0,1,0,1,0,250,1,1,1,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"619",2183,25,1,25,1,2,2,0,0,3,1,1,0,0,1,0,0,1,2,1,1,64,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"620",2061,1,1,1,1,0,1,0,0,3,1,1,0,0,0,0,0,1,0,1,1,1,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"621",2146,137,2,68.5,1,0,3,0,0,3,1,1,0,0,1,0,1,0,7,1,1,261,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"622",2096,12,1,12,1,1,3,0,0,3,0,0,0,0,1,0,0,0,4,1,0,104,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"623",2177,5,1,5,1,0,2,0,0,3,1,1,0,0,1,0,1,1,3,1,0,92,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"624",2036,12,2,6,1,0,1,0,0,3,1,1,0,0,1,0,0,1,3,1,1,65,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"625",2024,3,1,3,1,0,4,0,0,3,1,1,0,0,1,0,0,1,2,1,0,64,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"626",2007,3,1,3,1,0,2,0,0,3,1,1,0,0,1,0,0,1,2,1,1,64,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"627",47039,11,1,11,1,2,4,1,8,3,1,1,0,0,1,1,1,1,2700,1,1,1,-79.9113,-2.117,0.213390913005411,0.989106345578593,4.21437099487583
"628",24947,1,1,1,1,2,5,0,0.119999999999997,3,1,0.9,0,0,1,0,1,0.46,0,1,1,20,-79.91096,-2.11659,3.01619484576651,0.200000002980232,0
"629",45678,3,1,3,0,5,7,0,0,4,1,1,0,1,1,1,0,1,75000,1,0,1,-79.91093,-2.11886,41.710346111591,16.6142881508271,6.68081352656136
"630",47399,3,1,3,1,1,4,0,0,4,1,1,0,0,0,0,1,1,272250,1,0,1,-79.91151,-2.12007,0.633647172416335,0.213390913005411,0.989106345578593
"631",25026,1,1,1,0.91,0,1,0,0.119999999999998,3,1,0.8575,0,0,1,0,1,0.53,0,0.95,0.435,1,-79.91096,-2.11659,3.01619484576651,0.200000002980232,0
"632",45040,29,1,29,1,0,2,1,7,4,1,1,0,1,0,1,0,0,675,1,1,1,-79.91103,-2.11617,0.989106345578593,4.21437099487583,41.710346111591
"633",24940,15,1,15,0.95,4,4,0,0.119999999999998,3,1,0.86,0,0,1,0,1,0.48,0,1,0,1,-79.91096,-2.11659,3.01619484576651,0.200000002980232,0
"634",45783,25,1,25,1,0,5,0,0,4,1,1,0,1,1,1,0,1,45000,1,0,1,-79.908192,-2.11685,0.989106345578593,4.21437099487583,41.710346111591
"635",25069,9,2,4.5,0.91,1,7,0,0.119999999999998,3,1,0.78,0,0,1,0,1,0.4,0,0.92,0.335,117,-79.91096,-2.11659,3.01619484576651,0.200000002980232,0
"636",45861,3,1,3,1,2,9,0,0,3,1,1,1,0,1,1,1,1,72000,1,0,1,-79.91067,-2.11679,0.989106345578593,4.21437099487583,41.710346111591
"637",45029,1,1,1,1,0,3,1,24,0,0,1,1,1,1,1,0,0,240,1,1,1,-79.91042,-2.11592,0.989106345578593,4.21437099487583,41.710346111591
"638",3209,2,1,2,1,1,2,0,0,3,1,1,0,0,1,1,0,1,181202,1,0,1,-79.8764,-2.25464,0,0.194617777077279,0
"639",3216,5,1,5,1,1.56061904761905,1,0,0,3,1,1,0,0,1,1,0,1,58560,1,0,1,-79.87502,-2.2549,0,0.194617777077279,0
"640",3186,1,1,1,1,1.25595238095238,1,0,0,3,1,1,0,0,1,1,0,1,2160,1,1,1,-79.8753,-2.25325,0,0.194617777077279,0
"641",3179,1,1,1,1,1,3,0,0,3,1,0,0,0,1,0,0,1,147490,1,0,1,-79.8753,-2.25325,0,0.194617777077279,0
"642",3312,10,1,10,1,5,2,0,0,3,1,1,0,0,1,1,1,1,3500,1,1,1,-79.87052,-2.25582,0,0.194617777077279,0
"643",3166,4,1,4,1,1,6,0,0,3,1,1,0,0,1,1,1,1,13500,1,0,1,-79.8776,-2.2536,0,0.194617777077279,0
"644",3362,2,1,2,1,8,4,0,0,3,1,1,0,0,1,1,0,1,323204,1,0,1,-79.87215,-2.25498,0,0.194617777077279,0
"645",3234,32,1,32,1,4,6,0,0,3,1,1,0,0,1,1,0,1,10800,1,0,1,-79.87451,-2.25599,0,0.194617777077279,0
"646",3165,14,2,7,1,6,8,0,0,3,1,1,0,0,1,1,0,1,70938,1,0,2,-79.8775,-2.2535,0,0.194617777077279,0
"647",3240,2,1,2,1,1,6,0,0,3,1,1,0,0,1,1,0,1,24882,1,0,1,-79.87359,-2.25567,0,0.194617777077279,0
"648",3325,11,2,5.5,1,6,7,0,0,3,1,1,0,0,1,1,0,1,157440,0,0,2,-79.87103,-2.25486,0,0.194617777077279,0
"649",35453,3,1,3,1,1,3,0,0.139999999999997,3,1,1,1,0,0,0,0,0,0,1,1,5,-79.88656,-2.24671,36.1074097469928,8.91748831283121,8.5797966205817
"650",35481,1,1,1,0.85,4,2,0,0.0199999999999967,3,1,1,0,0,1,0,0,0,0,1,1,120,-79.88656,-2.24671,36.1074097469928,8.91748831283121,8.5797966205817
"651",35509,21,1,21,1,0,4,0,0.0199999999999966,3,1,1,0.603333333333333,0,0,0,0,0,0,1,1,141,-79.88656,-2.24671,36.1074097469928,8.91748831283121,8.5797966205817
"652",35353,6,1,6,1,3,5,0,0.0199999999999966,3,1,1,1,0,0,0,0,0,0,1,0,16,-79.88656,-2.24671,36.1074097469928,8.91748831283121,8.5797966205817
"653",35516,10,2,5,0,1,6,0,0.0799999999999969,3,1,1,1,1,0,0,0,0,0,1,0,52,-79.88656,-2.24671,36.1074097469928,8.91748831283121,8.5797966205817
"654",35304,8,1,8,1,1,2,0,0.0199999999999968,3,1,1,1,0.13,0,0,0,0,0,1,0,18,-79.88656,-2.24671,36.1074097469928,8.91748831283121,8.5797966205817
"655",35355,1,1,1,1,3,5,0,0.0199999999999966,3,1,1,1,0,0,0,0,0,0,1,0.56,117,-79.88656,-2.24671,36.1074097469928,8.91748831283121,8.5797966205817
"656",35314,1,1,1,1,2,2,0,0.139999999999997,2.94,0.96,0.94,0,0,0,0,0,0,0,1,1,18,-79.88656,-2.24671,36.1074097469928,8.91748831283121,8.5797966205817
"657",27905,40,3,13.3333333333333,1,2,6,0,0,3,1,0.49,0.23,0.54,0.8,0,0.47,0.4,0,1,0,3,-79.94164,-2.2319,0,0,0
"658",27963,6,1,6,1,4,3,0,0,3,1,0.45,0.03,1,0.87,0,0.47,0.39,0,0.9,0.24,23,-79.94164,-2.2319,0,0,0
"659",27609,1,1,1,1,1,4,0,0,3,1,0.53,0,1,0.87,0,0.51,0.45,0,0.86,0.26,1,-79.94164,-2.2319,0,0,0
"660",8846,12,1,12,1,0,4,1,24,3,1,1,0,0,1,0,0,1,99405,0,0,1,-79.93333,-2.22308,0,0,0
"661",8791,23,1,23,1,2,1,0,6,3,1,0,0,0,1,0,0,1,181656,0,0,1,-79.93314,-2.22913,0,0,0
"662",8961,5,1,5,1,2,2,1,12,3,1,1,0,0,0,1,0,1,243670,0,0,1,-79.93425,-2.22782,0,0,0
"663",8890,10,1,10,1,2,3,1,24,3,1,1,1,0,1,1,0,1,117740,1,0,1,-79.93365,-2.22814,0,0,0
"664",8997,2,1,2,1,2,3,1,8,3,1,1,1,0,0,0,1,1,980,0,0,1,-79.93264,-2.22829,0,0,0
"665",9019,9,1,9,1,0,4,1,8,3,1,1,0,0,0,0,0,1,64980,0,0,1,-79.93264,-2.22826,0,0,0
"666",9570,30,1,30,1,2,4,1,12,3,1,1,1,0,1,1,0,1,427128,1,1,1,-79.93612,-2.22749,0,0,0
"667",9503,10,1,10,1,0,5,1,12,3,1,1,1,0,1,1,0,1,297000,1,0,1,-79.93516,-2.22851,0,0,0
"668",9235,1,1,1,1,0,5,1,12,3,1,1,0,0,1,1,0,1,99225,1,0,1,-79.93763,-2.22461,0,0,0
"669",9436,2,2,1,1,1,2,1,8,3,1,0,0.3,0,0,0,0,1,50022.5,0,0,2,-79.93468,-2.22916,0,0,0
"670",9448,2,1,2,1,1,4,1,24,3,0,1,0,0,1,1,0,0,243670,0,0,146,-79.93256,-2.22713,0,0,0
"671",43114,3,1,3,1,1,2,0,0,3,0,1,0,1,0,1,1,1,75000,1,0.37,1,-79.91655,-2.24672,1.36250001192092,0,17.7874999046325
"672",43103,24,1,24,1,1.696,4,0,0,3,0,1,1,1,0,0.635,1,0,21,1,1,1,-79.916649,-2.246883,1.36250001192092,0,17.7874999046325
"673",2363,6,1,6,1,2,5,0,0,3,1,1,0,0,1,1,0,1,150,1,0,51,-79.91574,-2.24302,40.5392356078982,18.3916150567124,13.1224641646427
"674",43111,39,1,39,1,1.37,1,0,0,3,0,1,1,1,0,0,0,1,2500,1,1,1,-79.91683,-2.245056,1.36250001192092,0,17.7874999046325
"675",43109,18,1,18,1,1.255,1,0,0,3,0,1,1,1,0,1,0,1,162500,1,0,1,-79.917082,-2.245409,1.36250001192092,0,17.7874999046325
"676",2245,2,1,2,1,1.53625,3,0,0,3,1,1,0,0,1,1,0,1,200,1,1,68,-79.91574,-2.24302,40.5392356078982,18.3916150567124,13.1224641646427
"677",43112,80,1,80,1,2.10833333333333,3,0,0,3,0,1,1,1,0,0.6,0,1,30,0,1,1,-79.916928,-2.46594,1.36250001192092,0,17.7874999046325
"678",43110,17,1,17,1,3,4,0,0,3,0,1,1,1,0,1,1,1,800,0,1,1,-79.917171,-2.245409,1.36250001192092,0,17.7874999046325
"679",43153,8,1,8,1,2.08833333333333,4,0,0,3,0,1,1,0,0,0,1,0.82,175000,1,0,1,-79.921121,-2.242155,12.7555554707845,0.399999999337726,9.58888880411783
"680",43425,1,1,1,1,2.62,3,0,0,2,0,1,0,0,0,1,0,1,84000,1,1,1,-79.92164,-2.245738,7.32777780956692,0.594444440470801,0
"681",43430,21,1,21,1,2,5,0,0,3,0,1,1,0,0,1,0,0,4500,0.79,1,1,-79.921811,-2.245566,7.32777780956692,0.594444440470801,0
"682",43431,7,1,7,1,1.92,3,0,0,3,0.27,1,1,1,1,1,0,0,168000,0,0,1,-79.92057,-2.245402,7.32777780956692,0.594444440470801,0
"683",43013,2,1,2,1,1,2,0,0,3,0,1,0,0,1,0.916666666666667,0,1,196,1,0.68125,1,-79.922039,-2.241767,12.7555554707845,0.399999999337726,9.58888880411783
"684",42992,6,1,6,1,2,2,0,0,3,0,1,0,0,0,0,0,1,96000,0,0,1,-79.921958,-2.242274,12.7555554707845,0.399999999337726,9.58888880411783
"685",43152,12,1,12,1,4,3,1,24,3,0,1,1,1,1,1,0.19,1,1250,0,1,1,-79.921337,-2.242101,12.7555554707845,0.399999999337726,9.58888880411783
"686",43144,18,1,18,1,2,3,0,0,3,0,1,0,0,1,1,0,1,31500,1,0,1,-79.921905,-2.240826,0,12.7555554707845,0.399999999337726
"687",43429,4,1,4,1,2.18583333333333,3,0,0,2,0,0,0,0,0,1,0,1,84000,1,1,1,-79.92164,-2.245738,7.32777780956692,0.594444440470801,0
"688",43009,30,1,30,1,2.4,3,0,0,3,0,1,1,0,1,1,0,1,600,1,0,1,-79.920258,-2.242462,12.7555554707845,0.399999999337726,9.58888880411783
"689",43418,2,1,2,1,1.6675,2,0,0,3,0,0,0,0,0,1,0,1,12000,0,1,1,-79.920795,-2.246271,7.32777780956692,0.594444440470801,0
"690",43125,12,1,12,1,1,5,0,0,3,1,0,0,0,1,1,0,1,1e+05,1,0,1,-79.920484,-2.241151,0.594444440470801,0,12.7555554707845
"691",43003,7,1,7,1,2,3,0,0,3,0,1,0,0,1,1,0,1,176000,0,1,1,-79.921292,-2.242517,12.7555554707845,0.399999999337726,9.58888880411783
"692",42989,7,1,7,1,1,4,0,0,3,0,1,0,0,0,1,0,1,100,0,1,1,-79.922281,-2.242563,12.7555554707845,0.399999999337726,9.58888880411783
"693",42994,7,1,7,1,4,2,0,0,3,0,1,0,0,1,1,0,1,2250,1,1,1,-79.921535,-2.242762,12.7555554707845,0.399999999337726,9.58888880411783
"694",43094,2,1,2,1,1,2,0,0,3,0,1,1,1,1,1,1,1,0,1,0,1,-79.917683,-2.246612,7.32777780956692,0.594444440470801,0
"695",43016,8,1,8,1,2,5,0,0,3,0,1,0,0,1,1,1,1,202500,1,0,1,-79.9223,-2.241849,12.7555554707845,0.399999999337726,9.58888880411783
"696",43002,44,1,44,1,6,3,0,0,3,0,1,1,0,1,0.88,0,1,1800,1,0.49,1,-79.921292,-2.242517,12.7555554707845,0.399999999337726,9.58888880411783
"697",43081,7,1,7,1,2,5,0,0,3,0,1,0,0,1,1,0,1,150000,0.727777777777778,0,1,-79.917683,-2.246612,7.32777780956692,0.594444440470801,0
"698",43077,14,1,14,1,1,4,0,0,3,1,1,1,1,1,1,0,1,17500,1,1,1,-79.917539,-2.246594,7.32777780956692,0.594444440470801,0
"699",28547,8,1,8,0,0,2,0,0.239999999999998,3,1,0.96,1,0.2,0.8,0,0.56,0.448,0,1,0,65,-79.92443,-2.24438,7.70000004768371,0.325000002980232,0
"700",43686,4,1,4,1,2,3,0,0,3,0,1,0,1,0,1,0,1,2e+05,0.78,0,1,-79.924761,-2.244745,6.40915324336181,0.562754873202878,0
"701",43649,17,2,8.5,1,4,2,0,0,3,0,1,0,1,0,1,0,1,600,1,1,2,-79.925462,-2.245216,6.40915324336181,0.562754873202878,0
"702",28866,3,1,3,0.79,0,3,0,0.119999999999997,3,1,0.97,1,0.15,0.82,0,0.56,0.408,0,0.95,0.08,146,-79.92443,-2.24438,7.70000004768371,0.325000002980232,0
"703",28836,21,2,10.5,1,1,4,0,0.119999999999997,3,1,0.97,0,0.09,0.76,0,0.45,0.34,0,1,0,93,-79.92443,-2.24438,7.70000004768371,0.325000002980232,0
"704",28981,2,1,2,1,1,2,0,0.149999999999997,3,1,0.96,1,0.18,0.81,0,0.54,0.43,0,1,0,92,-79.92443,-2.24438,7.70000004768371,0.325000002980232,0
"705",43443,15,1,15,1,1.23,1,0,0,3,0.29,0.95,0.306666666666667,0.74,0.28,1,1,0.82,20,0,0,1,-79.924904,-2.246473,6.40915324336181,0.562754873202878,0
"706",29134,18,1,18,1,1,4,0,0.119999999999997,3,1,0.98,0,0,0.8,0,0.48,0.37,0,1,0,93,-79.92443,-2.24438,7.70000004768371,0.325000002980232,0
"707",43642,1,1,1,1,5,6,0,0,3,0,1,0,1,0,1,0,1,1e+05,1,0,1,-79.925183,-2.245361,6.40915324336181,0.562754873202878,0
"708",43640,41,1,41,1,3,2,1,24,7,1,1,0,1,0,1,0,1,2400,1,1,1,-79.924526,-2.46753,6.40915324336181,0.562754873202878,0
"709",29088,2,1,2,1,4,3,0,0.359999999999997,3,1,0.93,0,0,0.76,0,0.56,0.56,0,1,0,1,-79.92443,-2.24438,7.70000004768371,0.325000002980232,0
"710",43644,21,2,10.5,1,2,5,0,0,3,0,1,1,1,0,1,0,1,3600,1,1,2,-79.925264,-2.245342,6.40915324336181,0.562754873202878,0
"711",28575,2,1,2,1,4,4,0,0.119999999999997,3,1,0.96,1,0.13,0.81,0,0.55,0.49,0,1,0,28,-79.92443,-2.24438,7.70000004768371,0.325000002980232,0
"712",43447,52,1,52,1,1,6,0,0,3,0.47,1,0.34,0.76,0.37,1,0,1,225,1,1,1,-79.925299,-2.246989,6.40915324336181,0.562754873202878,0
"713",43441,33,1,33,1,2,4,0,0,3,0,1,0,1,0,1,0,1,0,0,0,1,-79.925147,-2.246527,6.40915324336181,0.562754873202878,0
"714",28984,8,1,8,1,7,6,0,0.159999999999997,3,1,0.96,1,0.16,0.705,0,0.46,0.39,0,1,0,65,-79.92443,-2.24438,7.70000004768371,0.325000002980232,0
"715",43638,1,1,1,1,1,3,1,24,7,1,1,0,1,0,0,1,0,3025,1,0,1,-79.925066,-2.245912,6.40915324336181,0.562754873202878,0
"716",43448,13,1,13,1,1,2,0,0,3,1,1,0,1,0,1,0,1,5400,1,1,1,-79.924732,-2.247359,6.40915324336181,0.562754873202878,0
"717",43440,14,1,14,1,1,3,0,0,3,0,1,0,1,0,1,0,1,175000,1,0,1,-79.92521,-2.246518,6.40915324336181,0.562754873202878,0
"718",43832,7,1,7,1,0,3,0,0,3,0,1,0,1,1,1,0,0,2100,1,1,1,-79.928522,-2.241718,1.49809512307475,13.9712642345489,1.32140338174686
"719",43781,4,1,4,1,8,9,0,0,3,0,1,1,1,1,1,1,1,360000,1,0,1,-79.934345,-2.234096,1.49809512307475,13.9712642345489,1.32140338174686
"720",43786,27,3,9,1,2,1,0,0,3,0,0.9,1,1,1,1,0,0,5200,1,0,3,-79.934642,-2.233916,1.49809512307475,13.9712642345489,1.32140338174686
"721",43777,39,1,39,1,0,1,0,0,3,0,1,0,1,1,1,0,1,24000,1,1,1,-79.93413,-2.233508,1.49809512307475,13.9712642345489,1.32140338174686
"722",43764,26,1,26,1,0,3,0,0,3.23,0.28,0.93,0,1,0,1,0,1,6,1,1,1,-79.930007,-2.239358,1.5067137404811,13.5898123788085,0.9267100633726
"723",43775,27,2,13.5,1,3,11,0,0,3,0,0.84,0,1,1,1,0,1,4000,1,0,147,-79.934076,-2.234196,1.5067137404811,13.5898123788085,0.9267100633726
"724",43774,12,1,12,1,0,1,0,0,3,0,0.94,0,1,1,1,0,1,175000,1,0,1,-79.928476,-2.243563,1.5067137404811,13.5898123788085,0.9267100633726
"725",43769,22,1,22,1,0,6,0,0,3,0,1,0,1,1,0,0,1,75000,1,0,1,-79.930601,-2.239919,1.5067137404811,13.5898123788085,0.9267100633726
"726",6836,1,1,1,1,1,3,0,0.799999999999998,2.42,0,1,0,0,0,0,0,0,216000,0,0,146,-79.8789,-2.26599,0,1.39999997615814,0
"727",6835,18,1,18,1,1,2,0,0,2,1,1,0,1,0,0,0,0,0,1,0,116,-79.8789,-2.26599,0,1.39999997615814,0
"728",6800,9,2,4.5,1,1,2,0,0,2,1,1,0,0,0,0,0,0,0,0,1,292,-79.8789,-2.26599,0,1.39999997615814,0
"729",6966,5,1,5,1,4,5,0,0,3,1,1,0,0,0,0,0,0,300,1,0,1,-79.8789,-2.26599,0,1.39999997615814,0
"730",6841,7,1,7,1,5,6,0,0.269999999999998,2,1,1,0,0,0,0,0,0,108000,1,0,146,-79.8789,-2.26599,0,1.39999997615814,0
"731",6843,6,1,6,1,3,2,0,-2.29150032282632e-15,2,1,1,0,0,0,0,0,0,0,1,0,7,-79.8789,-2.26599,0,1.39999997615814,0
"732",46749,14,1,14,1,1,3,0,0,3,1,1,1,0,0,1,0,1,3000,1,1,1,-79.8808,-2.26766,2.51184126729227,0.938179418578818,2.28072195316653
"733",46763,3,1,3,1,4,5,0,0,3,1,1,0,1,0,1,0,0,4900,1,1,1,-79.88084,-2.26766,2.51184126729227,0.938179418578818,2.28072195316653
"734",6838,28,2,14,1,4,4,0,0,2,1,1,1,0,0,0,0,0,72000,1,0,292,-79.8789,-2.26599,0,1.39999997615814,0
"735",7009,2,1,2,1,0,3,0,0.579999999999998,2,1,0,0,0,0,0,0,0,6750,1,0,146,-79.8789,-2.26599,0,1.39999997615814,0
"736",46352,21,1,21,1,3,5,0,0,3,0,0,0,0,0,0,0,1,450,1,1,1,-79.88473,-2.26739,0,2.51184126729227,0.938179418578818
"737",14142,4,1,4,1,0,2,1,12,4,1,1,0,0,1,1,0,1,97470,0,0,1,-79.88697,-2.26935,0,0,0
"738",46547,12,1,12,1,0,2,0,0,3,1,1,1,1,1,1,0,1,1250,1,1,1,-79.87805,-2.26794,10.8406878644379,0,2.51184126729227
"739",6822,3,1,3,1,4,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,146,-79.87363,-2.266583,0,1.39999997615814,0
"740",6847,6,1,6,1,1,3,0,0.539999999999998,2,1,1,0,1,0,0,0,0,216000,1,0,146,-79.8789,-2.26599,0,1.39999997615814,0
"741",6894,3,1,3,1,3,5,0,0.349999999999998,2,1,1,0,0,0,0,0,0,288000,1,0,146,-79.8789,-2.26599,0,1.39999997615814,0
"742",6845,26,2,13,1,3,4,0,0.269999999999998,2,1,1,0,0,0,0,0,0,55125,1,0,147,-79.8789,-2.26599,0,1.39999997615814,0
"743",46350,2,1,2,1,2,12,0,0,3,1,0.97,0,1,1,0,1,1,80000,1,0,1,-79.88475,-2.26762,0,2.51184126729227,0.938179418578818
"744",6883,8,1,8,1,3,3,0,0.609999999999998,2,1,0,0,0,0,0,0,0,216000,1,0,146,-79.8789,-2.26599,0,1.39999997615814,0
"745",6994,2,1,2,1,9,10,0,0.439999999999998,2,1,1,0,0,0,0,0,0,324000,1,1,146,-79.8789,-2.26599,0,1.39999997615814,0
"746",6905,3,1,3,1,0,1,0,0.659999999999998,2,1,1,0,0,0,0,0,0,216000,1,0,146,-79.8789,-2.26599,0,1.39999997615814,0
"747",46767,26,1,26,1,3,4,0,0,4,1,1,0,1,1,1,0,1,3000,1,1,1,-79.88004,-2.26774,2.51184126729227,0.938179418578818,2.28072195316653
"748",46980,28,1,28,1,2,4,0,0,4,1,1,1,1,1,1,1,0,3000,1,1,1,-79.88483,-2.26838,2.51184126729227,0.938179418578818,2.28072195316653
"749",6807,28,1,28,1,1,4,0,0,2,1,1,1,1,0,0,0,0,0,1,0,146,-79.87437,-2.26397,0,1.39999997615814,0
"750",46470,2,1,2,1,1,4,0,0,3,0.823333333333333,1,0,1,1,0,0,1,75,1,1,1,-79.88044,-2.26676,0,2.51184126729227,0.938179418578818
"751",46363,3,1,3,1,1,3,0,0,3,0,1,1,1,1,1,0,1,75000,0,1,1,-79.88441,-2.26745,0,2.51184126729227,0.938179418578818
"752",6846,14,1,14,1,1,4,0,-2.25597318603832e-15,2,1,1,0,0,0,0,0,0,0,1,0,130,-79.8789,-2.26599,0,1.39999997615814,0
"753",46498,15,1,15,1,3,2,0,0,4,0,1,1,1,0,1,0,1,10,1,1,1,-79.88569,-2.26761,0,2.51184126729227,0.938179418578818
"754",46523,26,1,26,1,0,3,0,0,4,0,1,1,1,1,1,1,1,9000,0.92,0,1,-79.8772,-2.26792,0,2.51184126729227,0.938179418578818
"755",46526,3,1,3,1,7,13,0,0,7,1,1,1,0,0,0,0,1,200,1,1,1,-79.87778,-2.26775,0,2.51184126729227,0.938179418578818
"756",6849,19,1,19,1,3,4,0,-2.32702745961433e-15,2,1,1,0,0,0,0,0,0,0,1,0,146,-79.8789,-2.26599,0,1.39999997615814,0
"757",46541,28,1,28,1,0,3,0,0,7,1,1,0,0,0,1,0,0.866666666666667,320,1,1,1,-79.87748,-2.26871,10.8406878644379,0,2.51184126729227
"758",46554,23,1,23,1,5,7,0,0,7,1,0.97,0,1,1,1,0,1,2500,1,1,1,-79.87788,-2.26878,10.8406878644379,0,2.51184126729227
"759",6799,65,3,21.6666666666667,1,0,6,0,0,2,0,1,1,0,1,0,0,0,0,1,0,293,-79.8789,-2.26599,0,1.39999997615814,0
"760",6945,5,1,5,1,1,6,0,0.0199999999999977,2,1,1,0,0,0,0,0,0,0,1,1,64,-79.8789,-2.26599,0,1.39999997615814,0
"761",46380,41,1,41,1,2,12,0,0,3,0,1,0,0,0,1,1,1,2400,1,1,1,-79.88333,-2.26722,0,2.51184126729227,0.938179418578818
"762",46393,4,1,4,1,1,3,0,0,4,0.596666666666667,1,1,1,1,0,0,1,10000,1,1,1,-79.88303,-2.26746,0,2.51184126729227,0.938179418578818
"763",46397,8,1,8,1,1,3,0,0,4,0.505,1,0,1,1,1,1,1,800,1,1,1,-79.88284,-2.26721,0,2.51184126729227,0.938179418578818
"764",46560,19,1,19,1,0,5,0,0,3,1,1,1,1,0,1,0,1,18000,1,1,1,-79.87784,-2.26727,2.51184126729227,0.938179418578818,2.28072195316653
"765",46494,1,1,1,1,2,2,0,0,4,1,1,0,1,1,1,1,1,101250,1,0,1,-79.8795,-2.26675,0,2.51184126729227,0.938179418578818
"766",6819,4,1,4,1,1,2,0,0,2,1,1,0,0,0,0,0,0,0,1,1,92,-79.8789,-2.26599,0,1.39999997615814,0
"767",13692,86,1,86,1,0,2,1,24,3,1,1,0,0,1,0,0,1,54925,1,1,1,-79.88586,-2.2671,0,0,0
"768",6826,23,2,11.5,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,151,-79.8789,-2.26599,0,1.39999997615814,0
"769",6827,10,2,5,1,2,2,0,0,2,1,1,0,0,0,0,0,0,0,1,0,104,-79.874467,-2.2665,0,1.39999997615814,0
"770",6828,70,4,17.5,1,2,4,0,0,2,1,0,0,0,0,0,0,0,0,1,0,396,-79.8789,-2.26599,0,1.39999997615814,0
"771",46772,13,1,13,1,3,6,0,0,4,1,1,1,1,1,0,0,1,6000,1,0,1,-79.88032,-2.26778,2.51184126729227,0.938179418578818,2.28072195316653
"772",14014,27,1,27,1,2,2,1,12,4,1,1,0,0,1,1,0,1,48735,0,0,1,-79.88647,-2.26806,0,0,0
"773",47014,7,1,7,1,1,4,0,0,4,1,1,1,1,1,1,0,1,375,1,1,1,-79.88645,-2.26582,2.51184126729227,0.938179418578818,2.28072195316653
"774",6801,7,1,7,1,0,3,0,0,2,1,1,0,0,0,0,0,0,0,1,1,146,-79.87485,-2.263,0,1.39999997615814,0
"775",6805,17,1,17,1,1,3,0,0,2,1,0,0,1,0,0,0,0,40,1,0,146,-79.8789,-2.26599,0,1.39999997615814,0
"776",13553,64,1,64,1,0,2,0,24,7,0,0,0,0,1,1,0,1,2178,1,1,1,-79.87811,-2.26591,0,0,0
"777",6848,38,1,38,1,2,8,0,0.239999999999998,2,1,1,0,0,0,0,0,0,36000,1,1,146,-79.8789,-2.26599,0,1.39999997615814,0
"778",46402,17,2,8.5,1,0,4,0,0,4,0.6,1,1,1,1,1,0,1,100125,0.88,0,2,-79.88112,-2.26751,0,2.51184126729227,0.938179418578818
"779",47200,13,1,13,1,1,3,0,0,3,1,1,1,1,0,0,1,1,1200,1,1,1,-79.8898,-2.26811,2.51184126729227,0.938179418578818,2.28072195316653
"780",46447,80,1,80,1,7,9,0,0,3,0.716666666666667,0.97,1,1,1,1,0,1,1500,1,1,1,-79.88799,-2.2681,0,2.51184126729227,0.938179418578818
"781",46902,20,1,20,1,0,3,0,0,3,1,1,0,0,0,0,1,1,1875,1,1,1,-79.88354,-2.26809,2.51184126729227,0.938179418578818,2.28072195316653
"782",46451,23,1,23,1,3,5,0,0,3,1,1,0,0,0,0,0,0,1012.5,1,1,1,-79.8889,-2.26823,0,2.51184126729227,0.938179418578818
"783",46942,26,2,13,1,1,6,0,0,3,1,1,1,0,0,1,0,1,29,1,1,2,-79.88422,-2.26809,2.51184126729227,0.938179418578818,2.28072195316653
